tick,customer_ID,latitude,longitude,stickiness,random_number,current_firm,previous_firm,decision,c_deviance_propensity
2,614,34.1988,-117.651,85,18,10,0,stay,0
2,196,34.1556,-117.4093,1,0,0,8,wait,0
2,159,34.1709,-117.4166,56,93,0,6,wait,0
2,375,34.0137,-117.497,57,19,8,6,stay,0
2,377,34.0849,-117.5497,79,0,6,0,move,0
2,588,34.0016,-117.58,34,0,6,0,move,0
2,447,34.4981,-117.1766,70,5,7,0,stay,0
2,318,34.2311,-117.4734,91,53,5,0,stay,0
2,626,33.9815,-116.998,28,32,8,10,move,0
2,506,34.0235,-117.2991,86,53,0,8,move,0
2,253,34.0112,-117.6307,63,0,4,0,stay,0
2,35,33.723,-116.8929,48,59,10,1,move,0
2,217,34.1706,-117.7501,37,90,4,6,move,0
2,592,34.0924,-117.6392,51,0,0,6,wait,0
2,517,34.0214,-117.3635,27,40,0,6,wait,0
2,14,33.6406,-117.0537,46,38,1,0,stay,0
2,306,34.2059,-117.624,44,0,0,6,wait,0
2,660,34.005,-117.0066,6,30,8,10,move,0
2,193,34.1497,-117.4921,56,28,3,0,stay,0
2,323,34.2017,-117.478,34,29,3,6,stay,0
2,502,34.0132,-117.2105,29,9,8,10,stay,0
2,41,33.7404,-116.8723,92,83,1,0,stay,0
2,66,33.7569,-117.6022,23,98,2,1,move,0
2,296,34.0448,-117.5663,77,8,5,0,stay,0
2,278,34.1708,-117.5721,54,8,5,0,stay,0
2,637,33.9612,-117.0152,73,0,10,0,move,0
2,115,33.95,-117.4568,43,19,0,8,move,0
2,192,34.0788,-117.4906,74,3,3,0,stay,0
2,578,34.0633,-117.7339,44,84,4,9,move,0
2,419,34.5602,-117.253,82,71,7,0,stay,0
2,466,34.5675,-117.3084,28,20,7,0,stay,0
2,165,34.1359,-117.5398,35,4,0,6,move,0
2,220,33.9725,-117.7549,69,59,0,6,move,0
2,469,34.4339,-117.3556,31,17,0,6,move,0
2,206,34.1355,-117.7588,44,30,6,4,stay,0
2,103,33.8485,-117.6607,39,43,4,2,move,0
2,584,34.1816,-117.7664,0,0,0,0,wait,0
2,408,33.9962,-117.4786,44,68,0,6,wait,0
2,649,34.0088,-117.1598,88,77,8,10,stay,0
2,440,34.6179,-117.2766,68,89,0,0,wait,0
2,500,33.9485,-117.2936,9,0,0,0,wait,0
2,191,34.1558,-117.5621,26,0,0,0,wait,0
2,168,34.0174,-117.4728,48,0,0,6,wait,0
2,525,34.0519,-117.2669,51,90,8,10,move,0
2,289,34.0007,-117.476,21,77,8,6,move,0
2,566,34.1119,-117.7024,48,95,6,9,move,0
2,162,34.1249,-117.4465,95,4,3,0,stay,0
2,605,34.1822,-117.6065,56,0,10,0,move,0
2,130,34.1551,-117.4112,75,16,2,0,stay,0
2,551,34.0938,-117.3644,28,0,0,0,wait,0
2,655,34.0482,-117.1048,38,0,8,0,move,0
2,599,34.0699,-117.6776,85,0,0,6,wait,0
2,212,33.9804,-117.5532,64,0,6,0,move,0
2,654,34.1088,-116.9939,49,99,8,10,move,0
2,662,34.0843,-117.0821,11,82,10,8,move,0
2,553,34.0979,-117.213,87,92,8,9,move,0
2,392,34.1555,-117.4272,19,59,0,6,wait,0
2,504,33.9923,-117.2353,15,98,8,10,move,0
2,368,34.0031,-117.5535,91,0,0,0,wait,0
2,486,34.0403,-117.2747,5,15,10,8,move,0
2,342,34.1409,-117.421,64,46,8,5,stay,0
2,305,34.0932,-117.6398,74,0,0,0,wait,0
2,273,34.2075,-117.4483,85,10,4,0,stay,0
2,114,33.8714,-117.5571,59,64,0,6,wait,0
2,346,34.0798,-117.4828,57,81,3,6,move,0
2,508,34.0485,-117.2082,36,64,10,8,move,0
2,320,34.0348,-117.6618,28,87,0,6,wait,0
2,577,34.0247,-117.6522,39,40,0,6,wait,0
2,485,34.5523,-117.2024,38,0,7,0,move,0
2,510,33.9283,-117.4366,83,30,8,0,stay,0
2,415,34.5695,-117.216,58,40,7,0,stay,0
2,215,33.9397,-117.7411,3,0,4,0,move,0
2,494,34.0601,-117.396,18,39,0,8,wait,0
2,347,34.0943,-117.6272,70,0,6,0,move,0
2,283,34.0726,-117.4739,34,0,0,0,wait,0
2,148,34.1913,-117.537,28,99,3,6,move,0
2,319,34.0258,-117.5902,72,77,6,5,move,0
2,448,34.4314,-117.2061,15,73,7,8,move,0
2,558,34.128,-117.1982,61,24,8,9,stay,0
2,288,34.1629,-117.487,87,0,6,0,move,0
2,425,34.5193,-117.2745,66,67,3,7,move,0
2,441,34.5081,-117.1581,53,96,0,0,wait,0
2,1,33.7797,-117.0363,81,40,1,0,stay,0
2,477,34.5219,-117.3762,98,76,8,0,stay,0
2,138,34.2122,-117.4053,8,0,0,0,wait,0
2,211,34.0607,-117.6906,15,87,0,6,wait,0
2,324,34.0084,-117.5282,51,6,5,6,stay,0
2,25,33.7574,-116.9547,72,81,10,1,move,0
2,451,34.6485,-117.1458,62,0,7,0,move,0
2,195,34.206,-117.5672,94,51,3,0,stay,0
2,489,34.1342,-117.3495,55,79,0,6,wait,0
2,81,33.9054,-117.6154,37,0,0,6,wait,0
2,646,34.1233,-117.0262,4,33,8,10,move,0
2,161,34.0386,-117.477,98,35,3,0,stay,0
2,367,34.1282,-117.5695,0,0,6,0,move,0
2,428,34.5154,-117.3921,81,0,6,0,move,0
2,352,34.1453,-117.4632,58,0,0,6,wait,0
2,82,33.8203,-117.4782,82,55,2,0,stay,0
2,462,34.5025,-117.363,4,0,7,0,move,0
2,474,34.64,-117.1963,39,81,7,8,move,0
2,136,34.0275,-117.4474,16,38,8,6,move,0
2,95,33.936,-117.636,60,52,2,0,stay,0
2,92,33.8848,-117.6765,60,24,4,2,stay,0
2,438,34.5888,-117.1527,65,46,7,0,stay,0
2,143,34.0975,-117.4982,39,24,3,0,stay,0
2,523,33.9715,-117.3781,64,0,8,0,move,0
2,407,34.1,-117.5354,3,67,6,3,move,0
2,576,34.0681,-117.7582,26,39,0,6,wait,0
2,535,34.1201,-117.351,82,39,9,0,stay,0
2,410,34.1529,-117.5186,42,0,0,6,wait,0
2,603,34.1816,-117.5692,91,76,10,0,stay,0
2,248,34.1193,-117.6831,19,33,0,6,wait,0
2,467,34.636,-117.3151,72,38,7,0,stay,0
2,394,34.0273,-117.4769,72,15,0,6,move,0
2,372,34.1684,-117.4704,22,0,6,0,move,0
2,263,34.1817,-117.7665,21,44,4,6,move,0
2,519,33.9132,-117.3305,41,31,8,9,stay,0
2,257,34.1555,-117.5973,64,52,4,0,stay,0
2,231,34.1577,-117.7453,69,27,4,0,stay,0
2,268,33.9698,-117.545,66,0,0,0,wait,0
2,434,34.6104,-117.2547,43,0,7,0,move,0
2,280,34.0873,-117.6204,1,18,5,6,move,0
2,244,34.1345,-117.5973,43,0,0,0,wait,0
2,312,34.0627,-117.422,35,0,0,0,wait,0
2,461,34.5207,-117.3932,45,0,6,0,move,0
2,91,33.8847,-117.453,30,85,0,6,wait,0
2,424,34.4485,-117.2401,79,2,7,0,stay,0
2,39,33.7099,-116.8904,77,63,1,0,stay,0
2,140,34.2299,-117.56,71,96,5,6,move,0
2,98,33.7945,-117.6349,14,0,6,0,move,0
2,102,33.7316,-117.4724,90,96,8,2,move,0
2,174,34.1527,-117.3691,93,21,3,0,stay,0
2,452,34.6447,-117.1647,18,59,0,0,wait,0
2,334,34.1449,-117.4522,13,0,0,6,wait,0
2,172,34.0424,-117.5666,63,0,0,6,wait,0
2,581,34.1235,-117.6856,73,28,9,0,stay,0
2,388,34.1299,-117.5184,15,0,0,0,wait,0
2,235,34.042,-117.6509,27,0,0,6,wait,0
2,473,34.6586,-117.2252,99,45,8,0,stay,0
2,522,34.1355,-117.2274,62,76,0,8,wait,0
2,606,34.032,-117.6627,64,85,6,10,move,0
2,571,34.0857,-117.6852,0,11,6,4,move,0
2,483,34.574,-117.3277,1,0,7,0,move,0
2,582,33.9583,-117.735,66,81,4,10,move,0
2,444,34.449,-117.1756,37,71,7,8,move,0
2,286,34.005,-117.4246,63,50,8,5,stay,0
2,166,34.0628,-117.5103,42,59,3,6,move,0
2,197,34.0293,-117.4641,16,94,8,6,move,0
2,554,34.1457,-117.2702,63,73,0,8,wait,0
2,505,34.1005,-117.1949,61,31,0,8,move,0
2,90,33.9393,-117.5699,5,0,0,6,wait,0
2,327,34.0689,-117.5761,93,56,5,0,stay,0
2,311,34.1223,-117.5128,68,45,5,0,stay,0
2,154,34.1767,-117.6006,76,0,3,0,stay,0
2,301,34.2143,-117.6285,83,80,5,0,stay,0
2,158,34.2087,-117.4734,89,88,3,0,stay,0
2,633,33.9473,-117.0526,77,80,10,8,move,0
2,371,33.9882,-117.4565,100,47,0,6,move,0
2,22,33.7423,-117.0272,27,21,10,1,stay,0
2,545,33.9199,-117.3388,93,1,9,0,stay,0
2,363,34.0075,-117.4774,10,79,8,6,move,0
2,664,33.9314,-117.0722,62,24,10,0,stay,0
2,236,34.1623,-117.7108,79,64,4,0,stay,0
2,573,33.9889,-117.6725,12,55,4,6,move,0
2,64,33.8844,-117.4512,46,36,8,1,stay,0
2,556,34.0773,-117.4155,90,21,9,0,stay,0
2,83,33.7831,-117.5209,70,0,0,0,wait,0
2,131,34.0626,-117.4303,73,72,2,0,stay,0
2,6,33.677,-116.937,26,51,1,10,move,0
2,63,33.9444,-117.6894,44,48,0,6,wait,0
2,433,34.5419,-117.3772,4,17,3,7,move,0
2,171,34.0124,-117.4769,91,84,3,0,stay,0
2,243,34.0901,-117.6662,22,25,0,6,wait,0
2,478,34.538,-117.1999,88,0,8,0,move,0
2,167,34.0078,-117.5075,14,0,0,6,wait,0
2,52,33.8274,-117.0534,92,26,10,1,stay,0
2,653,34.0423,-117.179,80,0,10,0,move,0
2,567,33.974,-117.7364,88,60,9,0,stay,0
2,455,34.4713,-117.1692,55,0,8,0,move,0
2,188,34.0466,-117.6012,53,0,6,3,stay,0
2,538,34.1507,-117.2145,37,16,10,8,stay,0
2,124,33.9763,-117.6259,51,0,0,6,wait,0
2,133,34.0761,-117.4371,51,0,8,0,move,0
2,548,33.9825,-117.19,66,34,10,8,stay,0
2,610,34.0865,-117.7933,82,13,10,0,stay,0
2,340,34.207,-117.5139,80,24,5,0,stay,0
2,503,33.9607,-117.3159,52,79,0,8,wait,0
2,391,34.2011,-117.6035,74,0,0,0,wait,0
2,337,34.1184,-117.4633,23,87,0,8,wait,0
2,618,34.0779,-117.5797,60,0,0,6,wait,0
2,509,34.0619,-117.2247,52,71,0,8,wait,0
2,587,34.0352,-117.7124,75,44,10,0,stay,0
2,163,34.2308,-117.5385,15,89,5,6,move,0
2,579,34.0398,-117.7023,100,51,9,0,stay,0
2,639,33.8969,-116.9642,42,59,10,8,move,0
2,44,33.6399,-116.8877,84,50,1,0,stay,0
2,651,34.0576,-117.1743,36,55,8,10,move,0
2,120,33.9119,-117.6625,24,0,0,0,wait,0
2,343,34.1242,-117.4964,27,65,0,6,wait,0
2,122,33.7321,-117.6589,30,81,4,2,move,0
2,246,34.0147,-117.5441,0,52,0,6,wait,0
2,638,33.9408,-117.0021,41,69,0,8,wait,0
2,221,34.1372,-117.6411,43,0,0,0,wait,0
2,559,33.9818,-117.4325,62,21,9,0,stay,0
2,481,34.4795,-117.307,57,0,7,8,stay,0
2,26,33.8489,-117.015,16,21,8,10,move,0
2,514,34.0416,-117.4171,82,25,0,6,move,0
2,344,34.1153,-117.4622,83,39,5,0,stay,0
2,330,33.9945,-117.6333,36,56,6,5,move,0
2,369,34.0998,-117.6301,2,0,0,0,wait,0
2,201,33.9768,-117.7308,47,34,4,3,stay,0
2,333,33.9909,-117.4293,38,0,0,0,wait,0
2,96,33.8355,-117.6038,47,0,2,0,move,0
2,149,34.0264,-117.4019,70,74,0,8,wait,0
2,546,34.0517,-117.397,34,0,0,0,wait,0
2,40,33.7309,-117.0894,1,0,8,0,move,0
2,59,33.6831,-116.956,25,30,10,1,move,0
2,317,34.1355,-117.5807,3,0,0,6,wait,0
2,597,34.0438,-117.7053,49,26,4,10,stay,0
2,321,34.0968,-117.6429,87,93,0,6,wait,0
2,12,33.7966,-117.0873,22,73,8,10,move,0
2,74,33.7898,-117.4579,87,0,0,0,wait,0
2,430,34.428,-117.3816,39,0,0,0,wait,0
2,117,33.8523,-117.4657,80,64,2,0,stay,0
2,512,34.1302,-117.2749,14,0,8,0,move,0
2,647,34.0783,-117.0335,99,92,0,10,move,0
2,101,33.8753,-117.5841,49,0,0,0,wait,0
2,229,33.9421,-117.6401,48,86,4,6,move,0
2,459,34.4999,-117.1547,6,82,0,0,wait,0
2,204,33.9596,-117.7356,90,75,3,0,stay,0
2,536,34.1022,-117.3121,36,0,0,0,wait,0
2,417,34.6473,-117.3447,30,74,0,0,wait,0
2,156,34.0831,-117.5482,32,0,6,0,move,0
2,480,34.6152,-117.1701,22,52,7,8,move,0
2,71,33.9098,-117.6374,35,15,6,1,stay,0
2,562,33.9876,-117.6539,69,0,6,0,move,0
2,383,34.074,-117.6141,83,0,0,6,wait,0
2,65,33.7707,-117.5083,9,52,0,8,wait,0
2,402,34.22,-117.6194,46,0,0,0,wait,0
2,413,34.4989,-117.2056,75,38,7,0,stay,0
2,145,34.2109,-117.435,22,0,0,6,wait,0
2,399,34.0668,-117.5205,20,0,0,0,wait,0
2,164,34.2035,-117.4905,99,22,3,0,stay,0
2,275,34.0193,-117.5519,3,0,0,0,wait,0
2,77,33.9378,-117.6786,63,73,4,2,move,0
2,262,34.0994,-117.6311,82,19,4,0,stay,0
2,395,34.0433,-117.5111,82,0,6,0,move,0
2,458,34.5557,-117.3626,82,59,3,7,stay,0
2,141,34.1959,-117.4437,93,90,3,0,stay,0
2,414,34.4385,-117.272,54,47,7,0,stay,0
2,659,33.9554,-117.1504,100,95,10,0,stay,0
2,446,34.4911,-117.2167,41,99,7,8,move,0
2,33,33.7858,-116.9876,24,33,1,10,move,0
2,622,34.0669,-117.6822,64,0,0,0,wait,0
2,36,33.7202,-117.1004,61,83,8,10,move,0
2,656,34.0436,-116.9554,40,69,0,8,wait,0
2,563,34.0258,-117.6039,64,70,5,6,move,0
2,19,33.8214,-116.8761,27,65,10,1,move,0
2,267,34.0193,-117.5492,59,0,0,0,wait,0
2,479,34.5433,-117.2807,37,78,7,8,move,0
2,631,33.921,-116.9742,63,67,10,8,move,0
2,160,34.0496,-117.4757,33,0,6,0,move,0
2,657,34.1036,-116.9846,54,21,10,0,stay,0
2,396,34.2314,-117.4252,3,0,0,0,wait,0
2,491,34.0316,-117.4232,52,0,8,0,move,0
2,325,34.1727,-117.578,54,2,5,0,stay,0
2,274,34.099,-117.506,72,14,0,6,move,0
2,620,33.9561,-117.581,19,0,6,0,move,0
2,547,34.0514,-117.2631,52,52,0,8,move,0
2,534,34.1077,-117.2741,70,71,10,8,move,0
2,232,34.1351,-117.7382,55,0,0,0,wait,0
2,518,34.0272,-117.3429,27,97,6,8,move,0
2,293,34.1351,-117.6236,25,52,0,6,wait,0
2,472,34.4716,-117.2612,91,38,7,8,stay,0
2,116,33.7621,-117.6005,93,56,0,6,move,0
2,202,34.0379,-117.575,54,0,6,0,move,0
2,393,34.084,-117.5345,99,75,0,6,move,0
2,153,34.1811,-117.5054,3,0,0,6,wait,0
2,358,34.1717,-117.5443,13,0,6,0,move,0
2,471,34.5408,-117.1557,89,70,7,0,stay,0
2,250,33.9772,-117.5316,93,13,0,6,move,0
2,170,34.2295,-117.4214,36,18,0,6,move,0
2,183,34.209,-117.3823,1,0,0,0,wait,0
2,249,34.0122,-117.7292,65,0,0,0,wait,0
2,173,34.1473,-117.4907,57,75,3,6,move,0
2,127,33.8377,-117.6579,78,59,4,2,stay,0
2,266,33.9506,-117.6575,59,0,0,0,wait,0
2,107,33.9647,-117.495,21,47,0,8,wait,0
2,265,33.9888,-117.6038,65,0,0,0,wait,0
2,13,33.7735,-116.9611,63,53,1,10,stay,0
2,476,34.4388,-117.3035,98,17,8,0,stay,0
2,608,34.092,-117.6829,77,36,10,0,stay,0
2,137,34.0738,-117.4518,82,82,2,0,stay,0
2,568,34.0894,-117.7862,29,0,0,0,wait,0
2,45,33.669,-116.8689,82,99,1,10,move,0
2,628,34.0399,-117.1695,54,88,8,10,move,0
2,259,34.0146,-117.7462,2,0,4,0,move,0
2,376,34.1923,-117.6438,65,31,6,0,stay,0
2,152,34.2345,-117.5217,89,0,0,6,wait,0
2,528,34.0488,-117.2228,17,8,8,9,stay,0
2,661,34.1039,-117.0584,61,0,10,0,move,0
2,205,34.0096,-117.6988,91,78,4,0,stay,0
2,277,34.0752,-117.4636,89,89,5,0,stay,0
2,4,33.6657,-116.9822,66,45,10,1,stay,0
2,99,33.9526,-117.6526,60,10,2,0,stay,0
2,54,33.6983,-116.9961,46,95,1,10,move,0
2,384,34.0853,-117.6018,16,0,6,0,move,0
2,495,34.0916,-117.3938,33,84,0,6,wait,0
2,665,33.9058,-117.0059,37,94,10,8,move,0
2,348,34.0281,-117.5398,32,0,0,0,wait,0
2,572,34.155,-117.608,27,0,0,0,wait,0
2,314,34.1672,-117.6516,22,19,5,6,stay,0
2,203,33.9415,-117.5445,93,31,3,0,stay,0
2,488,33.9936,-117.3076,85,0,6,0,move,0
2,123,33.7953,-117.5011,57,33,8,2,stay,0
2,484,34.514,-117.2629,95,5,0,8,move,0
2,105,33.9682,-117.5612,53,35,2,0,stay,0
2,456,34.6488,-117.3873,93,5,7,0,stay,0
2,450,34.4858,-117.3846,31,0,7,0,move,0
2,135,34.028,-117.5359,50,0,0,0,wait,0
2,621,34.1118,-117.6138,100,85,10,0,stay,0
2,245,34.172,-117.6562,10,0,6,0,move,0
2,55,33.7201,-116.9814,81,27,1,0,stay,0
2,613,33.9601,-117.8036,82,98,4,10,move,0
2,276,34.0192,-117.5949,32,73,5,6,move,0
2,429,34.5311,-117.1999,14,46,0,0,wait,0
2,97,33.7447,-117.6909,12,12,4,2,stay,0
2,181,34.2075,-117.5141,55,35,0,6,move,0
2,350,34.2249,-117.4968,81,24,5,0,stay,0
2,307,34.1539,-117.484,39,0,6,0,move,0
2,28,33.6785,-117.0615,79,0,10,0,move,0
2,169,34.1368,-117.3776,37,29,0,6,move,0
2,604,34.1322,-117.6839,55,95,4,6,move,0
2,339,34.1626,-117.5665,71,81,0,6,wait,0
2,113,33.7992,-117.531,22,0,6,0,move,0
2,643,33.9664,-117.1114,63,0,10,0,move,0
2,32,33.6865,-116.9174,52,3,10,1,stay,0
2,308,34.1698,-117.498,58,53,5,0,stay,0
2,214,34.0545,-117.653,21,0,6,0,move,0
2,30,33.8677,-116.9749,5,77,10,8,move,0
2,87,33.9253,-117.6694,3,66,0,6,wait,0
2,658,33.891,-117.105,22,89,10,8,move,0
2,648,34.1224,-117.1138,88,57,10,8,stay,0
2,496,34.1229,-117.3411,61,35,0,6,move,0
2,233,33.9793,-117.6797,88,0,6,0,move,0
2,2,33.6436,-117.0367,27,26,10,0,stay,0
2,216,34.1038,-117.5538,38,0,0,6,wait,0
2,213,34.0596,-117.551,2,0,6,0,move,0
2,224,33.9505,-117.6744,91,37,4,0,stay,0
2,641,33.9725,-117.1667,52,24,10,0,stay,0
2,42,33.6535,-117.0892,98,9,1,0,stay,0
2,86,33.7917,-117.5184,64,20,2,0,stay,0
2,282,34.2033,-117.6,12,0,0,6,wait,0
2,404,34.1474,-117.5786,97,9,7,0,stay,0
2,256,34.063,-117.7038,32,0,0,0,wait,0
2,180,34.0446,-117.3973,57,58,0,8,wait,0
2,373,33.9867,-117.6313,88,0,0,6,wait,0
2,175,34.0872,-117.4573,42,0,0,6,wait,0
2,594,34.0891,-117.7924,23,48,0,6,wait,0
2,184,34.0469,-117.5991,15,75,5,6,move,0
2,635,34.1175,-117.0117,46,10,8,10,stay,0
2,255,34.066,-117.5942,14,15,5,6,move,0
2,513,34.0404,-117.2961,52,56,0,6,wait,0
2,326,34.1589,-117.6353,38,90,5,6,move,0
2,254,33.9854,-117.74,27,41,0,6,wait,0
2,601,34.0894,-117.674,51,62,0,6,wait,0
2,110,33.8021,-117.5697,80,17,2,0,stay,0
2,128,33.9293,-117.535,66,0,0,6,wait,0
2,285,34.0885,-117.5451,51,3,3,6,stay,0
2,499,33.9632,-117.37,20,0,8,0,move,0
2,586,34.1434,-117.6155,7,37,6,5,move,0
2,564,34.0576,-117.614,36,59,6,9,move,0
2,147,34.0281,-117.5744,95,85,3,0,stay,0
2,17,33.6785,-116.8776,48,69,10,1,move,0
2,332,33.9981,-117.4556,21,19,5,0,stay,0
2,43,33.7261,-117.0266,34,87,1,10,move,0
2,16,33.7197,-117.1116,0,35,0,10,wait,0
2,38,33.7019,-117.1163,23,35,8,10,move,0
2,530,34.1534,-117.3157,90,54,9,0,stay,0
2,53,33.8167,-117.0198,38,32,0,10,move,0
2,75,33.9383,-117.5611,34,84,0,6,wait,0
2,636,33.9939,-117.045,2,23,8,10,move,0
2,443,34.546,-117.166,36,74,0,0,wait,0
2,108,33.9723,-117.6028,43,31,0,6,move,0
2,179,34.1331,-117.5725,58,0,0,6,wait,0
2,226,34.0852,-117.6545,43,35,6,4,stay,0
2,50,33.7309,-116.9557,31,0,10,0,move,0
2,207,34.1377,-117.6081,81,75,0,6,move,0
2,521,34.1297,-117.1909,43,40,10,8,stay,0
2,379,34.2291,-117.6612,38,0,0,0,wait,0
2,387,34.0344,-117.5751,15,0,0,0,wait,0
2,420,34.6058,-117.2045,4,46,0,0,wait,0
2,176,34.1971,-117.6076,54,0,6,0,move,0
2,532,33.9275,-117.3346,29,68,6,8,move,0
2,303,34.1226,-117.493,8,67,6,3,move,0
2,423,34.4794,-117.2321,22,92,0,8,wait,0
2,335,34.2115,-117.5763,42,0,0,0,wait,0
2,129,33.9672,-117.4933,15,0,0,6,wait,0
2,526,33.9273,-117.3922,76,73,9,0,stay,0
2,20,33.6543,-117.0028,55,74,1,10,move,0
2,427,34.6569,-117.2931,75,60,7,0,stay,0
2,292,34.0366,-117.6194,73,83,0,6,wait,0
2,574,34.0338,-117.6538,83,11,9,0,stay,0
2,106,33.8091,-117.5753,57,0,0,0,wait,0
2,100,33.7384,-117.6646,28,96,2,4,move,0
2,374,34.1754,-117.452,97,0,0,6,wait,0
2,540,34.1512,-117.326,82,16,9,0,stay,0
2,351,34.1403,-117.5138,89,0,0,0,wait,0
2,437,34.5898,-117.3436,91,24,7,0,stay,0
2,58,33.7037,-117.0643,2,36,10,1,move,0
2,279,34.0545,-117.4401,41,21,5,0,stay,0
2,7,33.714,-116.8707,11,65,10,1,move,0
2,84,33.9207,-117.4904,8,0,0,0,wait,0
2,322,34.2055,-117.6261,4,0,6,0,move,0
2,76,33.7587,-117.4637,33,24,2,0,stay,0
2,15,33.6599,-117.0275,66,0,10,0,move,0
2,89,33.9678,-117.5556,71,66,2,0,stay,0
2,533,33.9911,-117.2079,81,58,9,0,stay,0
2,56,33.6365,-116.9792,70,88,10,1,move,0
2,454,34.622,-117.3642,10,18,0,0,wait,0
2,269,34.158,-117.7285,88,46,4,0,stay,0
2,615,34.0091,-117.5672,4,9,0,6,wait,0
2,549,33.979,-117.283,91,98,0,8,wait,0
2,360,34.0421,-117.4872,89,61,0,8,move,0
2,134,34.052,-117.6055,63,0,0,0,wait,0
2,329,34.1921,-117.6224,59,85,6,5,move,0
2,366,34.0488,-117.6041,25,9,0,6,move,0
2,199,34.1064,-117.3918,100,89,3,0,stay,0
2,590,33.9931,-117.6573,3,0,0,0,wait,0
2,11,33.63,-116.9826,93,19,1,0,stay,0
2,617,34.1679,-117.6822,79,0,0,0,wait,0
2,593,34.0785,-117.7177,15,0,0,0,wait,0
2,18,33.8306,-116.8959,21,37,10,1,move,0
2,529,34.1339,-117.2341,44,1,10,8,stay,0
2,146,33.9969,-117.6094,66,0,6,0,move,0
2,555,34.0127,-117.2763,57,0,0,0,wait,0
2,565,34.0662,-117.6174,48,0,0,6,wait,0
2,616,34.1333,-117.8062,7,49,0,6,wait,0
2,104,33.7566,-117.6881,91,91,2,0,stay,0
2,178,34.0496,-117.581,73,70,3,0,stay,0
2,557,33.9458,-117.1969,16,41,10,8,move,0
2,431,34.6144,-117.2264,74,61,7,0,stay,0
2,112,33.8364,-117.6293,47,0,0,0,wait,0
2,109,33.747,-117.6199,4,0,2,6,stay,0
2,80,33.9708,-117.4997,62,0,0,0,wait,0
2,382,34.0643,-117.6324,7,0,6,0,move,0
2,378,34.0487,-117.422,19,0,8,0,move,0
2,9,33.7761,-117.0754,70,15,1,0,stay,0
2,453,34.46,-117.1477,27,94,7,8,move,0
2,155,34.0288,-117.6125,42,0,0,6,wait,0
2,364,34.2312,-117.584,78,0,0,0,wait,0
2,600,34.0671,-117.7259,24,0,0,0,wait,0
2,51,33.7704,-117.0728,22,17,8,10,stay,0
2,569,34.1472,-117.7309,17,0,4,6,stay,0
2,355,34.1595,-117.4673,9,43,6,3,move,0
2,230,34.1043,-117.7076,9,0,0,0,wait,0
2,200,34.0908,-117.6164,56,10,0,6,move,0
2,370,33.9938,-117.4496,74,14,0,6,move,0
2,398,34.134,-117.4427,53,60,6,8,move,0
2,78,33.9469,-117.5771,68,40,2,0,stay,0
2,539,34.0313,-117.2988,46,56,8,9,move,0
2,338,34.0553,-117.5462,95,54,0,6,move,0
2,361,34.1193,-117.6424,44,0,0,6,wait,0
2,589,34.089,-117.5747,44,47,0,6,wait,0
2,210,33.9508,-117.6165,26,36,6,4,move,0
2,349,34.0962,-117.5688,86,23,5,0,stay,0
2,242,34.1341,-117.7154,8,0,0,6,wait,0
2,190,34.0082,-117.3643,18,0,0,0,wait,0
2,31,33.7908,-117.0862,72,0,8,0,move,0
2,119,33.8162,-117.4799,11,50,8,2,move,0
2,10,33.6256,-116.9321,34,70,1,10,move,0
2,3,33.6279,-116.9642,60,45,10,1,stay,0
2,331,34.2134,-117.4495,19,86,0,6,wait,0
2,353,34.0089,-117.6099,68,0,6,0,move,0
2,611,34.0131,-117.737,2,0,0,0,wait,0
2,281,34.1962,-117.5109,38,0,0,0,wait,0
2,328,34.0162,-117.5749,72,69,5,0,stay,0
2,336,34.0801,-117.6019,44,0,0,6,wait,0
2,498,34.0157,-117.306,100,35,8,0,stay,0
2,79,33.8317,-117.4437,47,0,0,0,wait,0
2,421,34.4747,-117.1819,22,44,7,8,move,0
2,409,34.1705,-117.5545,10,0,0,6,wait,0
2,49,33.679,-117.046,30,65,10,1,move,0
2,34,33.6522,-116.9155,45,11,10,1,stay,0
2,309,34.072,-117.64,62,0,0,0,wait,0
2,542,34.0278,-117.3588,97,46,8,9,stay,0
2,464,34.5085,-117.2569,85,36,7,0,stay,0
2,237,34.0082,-117.5372,55,0,0,6,wait,0
2,126,33.8782,-117.4549,99,1,2,0,stay,0
2,261,34.1802,-117.6932,61,72,0,6,wait,0
2,313,34.0304,-117.5273,48,0,0,6,wait,0
2,85,33.8144,-117.5727,18,8,0,6,move,0
2,8,33.68,-116.9031,48,94,10,1,move,0
2,304,34.2205,-117.5943,7,0,6,0,move,0
2,365,34.1871,-117.6111,82,0,6,0,move,0
2,511,34.03,-117.4189,76,73,0,6,move,0
2,144,34.0815,-117.5325,43,88,0,6,wait,0
2,252,34.0474,-117.5422,83,97,6,4,move,0
2,561,34.0785,-117.7264,22,41,6,4,move,0
2,185,34.0921,-117.4842,83,16,3,0,stay,0
2,198,34.0192,-117.4844,92,34,3,0,stay,0
2,524,33.9411,-117.2216,62,86,8,9,move,0
2,405,34.2079,-117.6234,0,0,6,0,move,0
2,359,34.0848,-117.565,78,0,0,0,wait,0
2,389,34.0241,-117.4208,92,0,0,8,wait,0
2,457,34.5398,-117.3225,67,51,3,7,stay,0
2,24,33.7637,-116.99,30,64,1,10,move,0
2,552,34.1047,-117.2837,58,39,6,8,stay,0
2,625,34.1366,-117.6409,85,85,10,0,stay,0
